Application Status,Merit Score,Domicile,Province,Admission Test,SSC,Terminal Degree,Optional Subject 1,Optional Subject 2,Optional Subject 3,Optional Subject 4,Optional Subject 5,Optional Subject 6,Document Verified,English Marks,Offered
Admission Fee Challan Received,1051.909,OPEN,Punjab,83,995,958,159,184,186,48,188,0,1,0,Yes
Application Fee Received,988.636,OPEN,Punjab,69,877,924,162,186,45,168,165,39,0,0,No
Application Fee Received,912,OPEN,Punjab,53,846,864,138,42,174,162,153,0,0,0,No
Application Fee Received,975,OPEN,Punjab,52,850,908,161,167,148,48,169,47,0,0,No
Application Fee Received,1033,OPEN,Punjab,86,907,957,161,188,193,163,46,45,0,0,No
Application Fee Received,625,OPEN,Punjab,53,925,557,108,0,0,0,0,0,0,0,No
Application Fee Received,671,OPEN,Punjab,0,591,696,111,120,134,105,44,43,0,0,No
Application Fee Received,947,OPEN,Punjab,59,886,893,153,46,43,174,151,178,0,0,No
Application Fee Received,765,OPEN,Punjab,0,682,770,79,111,96,129,86,154,0,0,No
Application Fee Received,1023.273,OPEN,Punjab,71,886,957,153,190,192,165,0,0,0,0,No
Application Fee Received,977,OPEN,Punjab,53,869,929,189,156,159,48,147,0,0,0,No
Application Fee Received,996.455,OPEN,Punjab,75,931,931,181,171,174,40,178,48,0,0,No
Application Fee Received,847,OPEN,Punjab,57,697,795,150,44,41,134,152,143,0,0,No
Challan Printed,973.182,OPEN,Punjab,62,876,916,172,189,150,166,46,42,0,0,No
Application Fee Received,1026.636,OPEN,Punjab,78,884,953,194,179,172,167,45,45,0,0,No
Application Fee Received,1018.364,OPEN,Punjab,78,790,950,180,167,187,48,174,45,0,0,No
Application Fee Received,1014,OPEN,Punjab,71,883,953,177,167,192,0,176,0,0,0,No
Application Fee Received,1026,OPEN,Punjab,84,876,947,185,40,185,164,184,37,0,0,No
Application Fee Received,884,OPEN,Punjab,52,878,842,175,156,142,156,0,0,0,0,No
Application Fee Received,949.909,OPEN,Punjab,57,878,897,135,176,171,182,0,0,0,0,No
Application Fee Received,965,OPEN,Punjab,53,949,917,143,169,179,0,184,0,0,0,No
Application Fee Received,887,OPEN,Punjab,53,819,839,160,124,156,43,158,39,0,0,No
Application Fee Received,928,OPEN,Punjab,51,870,882,43,147,47,161,148,169,0,0,No
Challan Printed,826,OPEN,Punjab,54,771,777,131,115,132,41,44,168,0,0,No
Application Fee Received,985.727,OPEN,Punjab,77,892,913,179,169,170,164,43,0,0,0,No
Application Fee Received,1034,OPEN,Punjab,65,864,974,184,172,191,49,184,45,0,0,No
Challan Printed,1027.909,OPEN,Punjab,86,896,946,180,0,169,0,169,0,0,0,No
Challan Printed,978,OPEN,Punjab,58,833,925,133,49,188,167,182,0,0,0,No
Application Fee Received,876,OPEN,Punjab,57,824,824,145,126,150,41,46,165,0,0,No
Application Fee Received,863,OPEN,Punjab,45,862,823,148,46,44,153,133,161,0,0,No
Admission Fee Challan Received,1071.273,OPEN,Punjab,84,998,992,185,177,183,48,188,45,1,0,Yes
Application Fee Received,990,OPEN,Punjab,59,894,936,169,188,165,157,44,47,0,0,No
Application Fee Received,921,OPEN,Punjab,41,958,885,173,160,146,44,169,46,0,0,No
Challan Printed,901,OPEN,Punjab,44,904,862,46,158,43,140,158,168,0,0,No
Application Fee Received,1014.636,OPEN,Punjab,77,907,947,162,170,185,179,47,42,0,0,No
Application Fee Received,977.182,OPEN,Punjab,72,973,920,153,173,174,0,181,0,0,0,No
Application Fee Received,809,OPEN,Punjab,49,825,765,131,145,131,39,132,44,0,0,No
Application Fee Received,1062.909,OPEN,Punjab,81,968,991,179,185,185,48,167,48,1,0,Yes
Application Fee Received,895,OPEN,Punjab,67,856,833,0,0,0,0,0,0,0,0,No
Application Fee Received,984,OPEN,Punjab,58,885,931,179,43,160,170,184,0,0,0,No
Application Fee Received,1019.182,OPEN,Punjab,73,854,951,0,0,0,0,0,0,0,0,No
Application Fee Received,975,OPEN,Punjab,62,885,918,145,48,172,182,173,41,0,0,No
Application Fee Received,1005.909,OPEN,Punjab,67,930,943,167,156,183,47,192,44,0,0,No
Application Received,930,OPEN,Punjab,69,926,866,170,172,125,161,0,0,0,0,No
Application Fee Received,1014,OPEN,Punjab,68,954,951,173,48,191,160,168,48,0,0,No
Application Fee Received,815,OPEN,Punjab,57,738,763,134,133,132,0,135,0,0,0,No
Application Fee Received,952.545,OPEN,Punjab,42,843,895,175,160,188,40,45,142,0,0,No
Application Fee Received,813,OPEN,Punjab,42,872,776,141,141,141,107,0,0,0,0,No
Application Fee Received,993,OPEN,Punjab,63,931,935,171,166,41,172,46,175,0,0,No
Challan Printed,887,OPEN,Punjab,38,612,854,140,44,44,175,155,147,0,0,No
Application Fee Received,999,OPEN,Punjab,74,894,930,167,168,183,45,164,45,0,0,No
Challan Printed,1045.545,OPEN,Punjab,69,863,986,184,194,187,43,174,45,0,0,No
Application Fee Received,906,OPEN,Punjab,41,841,870,0,0,0,0,0,0,0,0,No
Challan Printed,919,OPEN,Punjab,31,817,893,165,174,135,173,45,44,0,0,No
Application Received,1016.727,OPEN,Punjab,67,985,954,171,184,46,169,48,180,0,0,No
Application Fee Received,1003,OPEN,Punjab,52,980,956,180,175,170,184,41,47,0,0,No
Challan Printed,733,OPEN,Punjab,0,733,718,127,112,110,0,143,0,0,0,No
Challan Printed,1010.909,OPEN,Punjab,72,865,943,172,44,183,171,164,0,0,0,No
Application Fee Received,840,OPEN,Punjab,50,696,795,149,46,129,44,152,0,0,0,No
Application Fee Received,827,OPEN,Punjab,52,778,780,173,138,113,0,119,0,0,0,No
Application Fee Received,835,OPEN,Punjab,37,845,803,155,153,151,108,43,42,0,0,No
Application Fee Received,971.727,OPEN,Punjab,70,888,911,158,180,44,162,44,166,0,0,No
Admission Fee Challan Received,961.727,Bahawalpur,Punjab,50,974,916,170,46,42,174,170,154,1,0,No
Challan Printed,1030.545,OPEN,Punjab,83,966,957,160,175,193,180,38,48,0,0,No
Application Fee Received,978.182,OPEN,Punjab,65,946,923,174,169,163,0,169,0,0,0,No
Challan Printed,876,OPEN,Punjab,0,834,881,47,47,165,172,169,140,0,0,No
Challan Printed,831,OPEN,Punjab,0,752,836,131,45,48,137,154,168,0,0,No
Application Received,840,OPEN,Punjab,0,642,850,140,152,146,75,165,88,0,0,No
Challan Printed,989,OPEN,Punjab,80,887,914,171,165,171,44,182,43,0,0,No
Application Fee Received,889,Bahawalpur,Punjab,55,854,839,142,42,40,157,161,151,0,0,No
Application Fee Received,899,OPEN,Punjab,50,768,854,0,0,0,0,0,0,0,0,No
Application Fee Received,920,Bahawalpur,Punjab,54,700,871,162,161,155,166,36,47,0,0,No
Application Fee Received,936,OPEN,Sind,63,930,858,151,48,42,163,163,141,0,0,No
Application Fee Received,963,Bahawalpur,Punjab,63,965,905,182,125,184,45,182,46,0,0,No
Application Fee Received,546,OPEN,Punjab,39,654,517,95,0,0,0,0,0,0,0,No
Application Fee Received,1014.545,Bahawalpur,Punjab,82,869,937,184,162,162,162,47,47,1,0,No
Application Fee Received,991,Bahawalpur,Punjab,50,933,946,0,0,0,0,0,0,0,0,No
Application Fee Received,951,OPEN,Sind,54,972,902,147,173,155,46,167,46,1,0,No
Application Fee Received,908,Bahawalpur,Punjab,59,924,854,144,42,42,172,175,150,0,0,No
Challan Printed,1040.182,Bahawalpur,Punjab,79,998,976,190,173,179,48,187,46,0,0,No
Application Fee Received,924,Bahawalpur,Punjab,50,753,879,0,0,0,0,0,0,0,0,No
Admission Fee Challan Received,889,OPEN,Baluchistan,50,721,824,66,31,88,86,31,71,1,0,No
Application Fee Received,935.182,OPEN,Punjab,50,855,895,171,171,182,150,43,36,0,0,No
Application Received,734,OPEN,Baluchistan,60,877,684,0,0,0,0,0,0,0,0,No
Application Fee Received,879,OPEN,Punjab,51,907,833,135,153,166,140,46,49,0,0,No
Challan Printed,887,OPEN,Baluchistan,34,693,858,124,47,42,0,0,0,0,0,No
Application Fee Received,704,OPEN,Gilgit-Baltistan,0,570,719,57,44,93,39,60,68,0,0,No
Application Fee Received,976.364,OPEN,Gilgit-Baltistan,74,909,912,176,169,147,178,44,41,0,0,No
Admission Fee Challan Received,935,OPEN,Gilgit-Baltistan,0,856,890,175,170,148,168,37,42,1,0,No
